StartLotKey,WaferId,P_02281_P,P_04928_P,P_05104_P,P_05844_P,P_06198_P,P_06199_P,P_08812_P,P_09320_P,P_09357_P,P_09360_P,P_09366_P,P_09851_P,P_10334_P,P_15926_P,P_16779_P,P_16780_P,P_16874_P,P_16875_P,P_16969_P,P_18071_P,P_00037_P,P_00065_P,P_00097_P,P_00125_P,P_00169_P,P_00863_P,P_00864_P,P_00881_P,P_00882_P,P_03186_P,P_03233_P,P_04800_P,P_05602_P,P_08907_P,P_09529_P,P_00862_P,P_07882_P,Label
4169943,9943-15,0.396,-2088.56,3065,0.648,100.453,97.434,0.308,0.224,87.929,87.398,90.139,-0.029,98.094,0.347,-31.616,-28.89,-692.046,-631.2,-81.503,469.7,18.555,44.244,35.528,18.621,34.893,332.22,187.442,0.611,0.624,21.301,24.218,5.172,518.25,-355.7,-415.9,3.08166E+11,825.7,High
4140213,0213-20,0.384,-3104.77,3128.2,0.661,102.576,97.427,0.321,0.207,89.054,87.229,89.063,-0.027,100.531,0.347,-31.528,-28.99,-686.742,-633.8,-79.545,465.2,16.478,39.895,32.167,15.919,34.268,322.526,208.515,0.961,1.197,21.437,24.42,5.189,618.95,-351.75,-421.9,95488180000,822.1,High
4169943,9943-07,0.39,-2366.22,3086.4,0.649,100.403,96.306,0.305,0.222,88.36,88.016,90.187,-0.02,97.953,0.349,-31.566,-28.628,-686.237,-628.2,-80.934,465.3,17.393,39.542,33.988,17.988,35.011,337.108,189.014,0.632,0.757,21.195,24.228,5.063,517.8,-364.05,-412.8,1.52352E+11,822.6,High
4135663,5663-20,0.384,-2966.25,3046.4,0.645,101.192,98.182,0.226,0.204,85.025,84.697,87.359,-0.053,102.156,0.337,-33.422,-32.254,-728.03,-703.8,-92.841,472.8,17.269,42.508,39.082,17.789,37.304,299.883,208.766,0.599,0.762,21.811,24.47,5.149,585.95,-377.9,-440.7,1.44248E+11,833.7,High
4169943,9943-12,0.388,-1883.92,3242.2,0.652,102.502,97.309,0.376,0.237,87.675,87.224,90.035,-0.024,97.797,0.345,-31.982,-28.934,-692.424,-634.8,-81.616,467.2,18.243,42.888,35.063,18.532,36.234,265.566,198.448,1.113,1.336,21.398,24.257,6.348,628.85,-347.65,-417.1,1.93705E+11,823.3,High
4169943,9943-16,0.388,-2151.86,3216.2,0.666,98.117,96.827,0.296,0.22,86.529,87.371,90.798,-0.026,96.391,0.345,-32.058,-28.81,-696.212,-631.2,-83.169,459.8,17.008,39.57,34.923,17.766,33.88,268.165,188.663,0.39,0.411,21.429,24.336,5.772,574.65,-358.4,-422.6,2.18699E+11,814,High
4169943,9943-23,0.39,-2170.42,3135.8,0.666,99.607,97.231,0.229,0.224,87.042,87.3,90.95,-0.022,96.391,0.347,-32.008,-29.026,-693.561,-635,-83.005,463.3,16.339,36.652,32.568,17.968,31.955,266.52,192.514,0.344,0.326,21.375,24.256,5.967,537.6,-357.45,-418.6,1.22156E+11,818.6,High
4181473,1473-01,0.37,-2708.17,3120.8,0.681,99.179,94.175,0.261,0.23,87.613,88.131,90.541,-0.022,93.5,0.348,-31.452,-28.65,-682.071,-626,-79.141,448.4,17.104,39.687,34.935,18.506,35.189,339.286,205.834,1.016,1.272,21.366,24.263,5.175,599.1,-367.65,-417.6,72124050000,799.4,High
4162983,2983-11,0.378,-3082.48,3155.8,0.676,101.365,103.6,1.403,0.178,85.03,87.314,88.932,-0.041,94.656,0.351,-32.55,-30.256,-704.293,-664,-86.402,440.2,16.935,36.997,32.846,18.436,33.024,277.435,246.193,0.318,0.09,21.837,24.398,6.613,545,-343.35,-419.8,1.26723E+11,789.1,High
4169943,9943-05,0.39,-2154.9,3185.6,0.662,100.201,98.821,0.185,0.235,87.848,87.284,90.535,-0.027,98.297,0.346,-31.755,-28.99,-689.773,-632,-81.705,463.4,17.042,38.157,32.878,18.151,33.739,324.603,189.456,0.569,0.605,21.291,24.239,5.014,582.55,-354.05,-416.2,1.41243E+11,819.7,High
4162983,2983-22,0.382,-2955.48,3107.6,0.685,104.478,102.778,0.885,0.201,86.277,85.308,89.298,-0.051,91.266,0.349,-32.79,-30.524,-710.606,-670,-87.854,443.5,179.298,44.545,32.59,201.568,32.816,270.642,256.306,0.263,0.121,21.885,24.366,6.799,526.05,-347.05,-424.7,2.51099E+11,794.2,High
4169943,9943-25,0.392,-2050.19,3109.4,0.663,98.107,98.176,0.238,0.214,87.447,86.409,89.578,-0.03,94.125,0.346,-31.793,-28.792,-690.152,-634.6,-81.566,461.3,18.966,42.082,35.888,19.762,34.54,272.397,194.794,0.548,0.637,21.383,24.252,6.076,506,-347.4,-420.8,1.78412E+11,815.6,High
4169943,9943-09,0.39,-1930.96,3150.2,0.665,101.328,96.01,0.178,0.218,88.254,87.241,90.435,-0.022,98.281,0.349,-31.944,-28.594,-693.939,-627,-82.753,470.4,16.421,41.361,33.764,17.548,33.956,328.838,188.692,0.599,0.706,21.33,24.276,5.193,585.6,-355.65,-417,1.90976E+11,827.5,High
4162983,2983-01,0.382,-2692.42,3148,0.689,103.326,97.989,0.402,0.188,86.879,86.215,88.782,-0.024,91.375,0.348,-32.664,-30.458,-709.975,-667.8,-86.806,445.3,16.934,38.394,32.747,17.035,33.173,277.374,244.905,0.534,0.478,21.827,24.386,6.856,550.25,-349.5,-424.1,1.54083E+11,796.9,High
4169943,9943-02,0.386,-2268.75,3275.4,0.674,100.088,95.884,0.424,0.225,87.693,87.493,88.636,-0.022,98.266,0.344,-31.717,-28.764,-690.152,-630.6,-80.96,456.2,17.557,39.676,35.046,18.271,35.045,279.032,188.838,0.412,0.471,21.451,24.274,5.92,639.6,-357.8,-422,84745760000,809.4,High
4169943,9943-17,0.388,-2244.81,3154.2,0.669,98.719,96.508,0.052,0.235,87.081,88.143,90.957,-0.028,94.781,0.342,-31.907,-28.834,-691.793,-632,-82.096,460.3,17.639,44.102,36.234,19.184,36.712,254.67,189.781,0.284,0.265,21.342,24.263,5.717,524.15,-361.3,-423.4,1.99402E+11,815.1,High
4147993,7993-05,0.33,-5693.76,3277.6,0.661,100.371,100.743,0.488,0.207,87.398,87.505,90.974,-0.021,95.719,0.346,-31.692,-28.572,-685.985,-625.4,-81.54,456.5,14.963,33.961,31.772,15.151,31.538,326.707,196.97,1.191,1.282,20.684,24.127,5.373,690.5,-343.95,-416.9,1.3836E+11,808.7,High
4135643,5643-05,0.352,-4892.62,3156.8,0.584,97.214,97.133,0.196,0.201,84.738,84.954,86.628,-0.035,117.25,0.335,-33.7,-31.42,-737.247,-689.2,-94.798,518.2,14.985,34.731,32.639,15.94,33.326,331.957,215.076,1.243,1.472,21.574,24.3,5.337,637.85,-374.1,-435.3,1.6142E+11,893.4,High
4169943,9943-19,0.398,-1749.8,3098.4,0.658,98.461,99.899,0.186,0.219,88.175,87.762,89.052,-0.023,95.938,0.347,-31.73,-28.514,-691.288,-628.4,-82.273,463.8,16.533,37.979,33.402,18.023,32.674,268.737,190.524,0.324,0.262,21.45,24.3,5.871,499.6,-349.05,-418.4,1.32935E+11,821.2,High
4169943,9943-21,0.388,-2183.61,3253.8,0.671,100.78,96.88,0.167,0.231,87.39,87.472,90.646,-0.014,97.469,0.346,-32.033,-29.09,-698.99,-634,-83.384,460.4,17.693,40.547,34.527,17.647,33.608,277.802,188.196,0.891,0.778,21.404,24.274,6.065,596.7,-364.95,-421.2,1.27918E+11,813.2,High
4169943,9943-11,0.384,-2326.55,3279.8,0.658,97.827,96.102,0.168,0.206,87.117,87.218,89.782,-0.022,98.406,0.345,-31.806,-28.888,-692.929,-630.2,-82.109,464,17.631,40.402,33.602,18.681,33.37,273.58,189.574,0.276,0.169,21.382,24.271,5.915,602.15,-364.5,-418.1,1.45799E+11,818.4,High
4143193,3193-15,0.362,-2639.4,3075.6,0.663,99.469,105.788,0.619,0.211,85.188,86.433,87.494,-0.025,94.078,0.35,-32.614,-30.97,-709.848,-669,-88.472,456.4,15.614,35.647,33.921,16.028,33.346,335.314,205.106,0.768,0.818,21.514,24.416,5.126,594.15,-317.2,-423.4,49850400000,808.3,High
4143193,3193-24,0.366,-2527.84,3129.2,0.662,100.282,98.631,0.849,0.19,86.318,84.87,88.378,-0.05,98.375,0.349,-31.073,-29.448,-708.46,-674.2,30.821,460.6,16.411,37.363,221.632,15.994,238.136,338.83,208.909,0.815,0.939,21.527,24.4,5.232,622.75,-321.5,-423.5,82177700000,814.3,High
4162983,2983-25,0.384,-2764.04,3155.8,0.688,103.791,103.176,0.489,0.209,86.89,86.88,89.004,-0.023,96.281,0.35,-32.639,-30.534,-706.439,-672.4,-86.465,445.3,16.02,38.27,32.595,16.948,31.556,278.909,253.424,0.183,0.124,21.829,24.332,6.598,531.4,-346,-424.5,1.27918E+11,795.1,High
4173903,3903-05,0.352,-3089.8,3102.8,0.659,102.766,95.032,0.737,0.204,88.196,87.726,90.176,-0.027,98.656,0.343,-31.086,-28.396,-678.535,-621,-78.068,457.4,15.8,35.212,33.586,17.272,33.655,328.838,211.047,1.066,0.653,20.587,24.002,5.171,591.55,-336,-416.4,1.30378E+11,810.5,High
4169943,9943-13,0.388,-2302.66,3197.2,0.658,106.591,102.298,0.2,0.22,86.601,87.495,90.397,-0.029,98.922,0.345,-31.717,-28.72,-687.752,-629.8,-81.2,464.4,17.221,39.141,33.85,17.777,33.724,329.01,188.254,0.581,0.685,21.273,24.213,5.06,583.95,-343.3,-421.3,1.96512E+11,817.8,High
4162983,2983-19,0.378,-3063.4,3132,0.677,97.946,102.591,0.775,0.182,86.866,87.234,87.969,-0.029,95.219,0.349,-32.702,-30.03,-710.732,-663.2,-87.248,447.8,16.458,41.557,32.539,17.315,33.454,271.458,251.589,0.315,0.216,21.826,24.333,6.768,553.6,-345.25,-419.6,86365100000,800.1,High
4173913,3913-24,0.352,-4312.15,3206.6,0.66,101.766,97.273,0.2,0.183,86.905,87.088,88.268,-0.044,98.312,0.361,-32.45,-30.184,-703.157,-658.4,-88.194,467.1,16.778,37.979,30.713,16.765,30.415,280.836,221.821,0.168,0.31,21.58,24.334,6.028,614.45,-1534,-417.1,1.04302E+11,825.2,High
4143203,3203-25,0.37,-3590.68,3292,0.661,96.446,90.503,0.584,0.206,93.945,91.028,92.212,0.034,94.844,0.36,-30.997,-28.72,-697.096,-640.2,-83.346,468.3,62.543,78.953,83.963,76.019,92.432,353.665,188.868,0.941,1.115,0.018,0.018,4.991,645.2,-338.35,-429,1.39787E+11,827.1,High
4162983,2983-15,0.378,-3193.3,3127.2,0.676,99.723,103.705,0.652,0.197,87.022,86.442,88.875,-0.047,94.984,0.345,-32.929,-30.818,-714.268,-676.4,-90.682,445.7,16.766,38.918,33.976,17.686,35.735,270.526,252.844,0.452,0.414,21.855,24.391,6.727,530.9,-355.7,-423.9,1.21065E+11,796.4,High
4169943,9943-04,0.386,-2408.73,3256.4,0.662,100.948,100.006,0.174,0.221,86.975,88.294,90.912,-0.03,98.438,0.342,-31.932,-28.944,-693.182,-631.6,-82.121,462.6,16.117,38.761,32.387,17.333,32.888,324.603,195.861,0.513,0.65,21.301,24.278,5.194,635.35,-364.55,-419.1,2.60756E+11,817.8,High
4155473,5473-17,0.37,-3031.23,3269,0.677,100.206,99.684,0.223,0.2,86.647,86.481,86.212,-0.042,91.812,0.351,-32.816,-30.808,-705.808,-669.6,-88.043,451.2,14.949,34.911,30.222,15.301,31.423,286.388,205.383,0.317,0.094,21.805,24.358,6.227,593.95,-372.4,-423,1.29136E+11,801.9,High
4162983,2983-08,0.374,-3218.34,3098.2,0.688,103.3,105.931,0.284,0.216,85.981,85.956,89.373,-0.017,91.078,0.35,-32.803,-30.426,-710.48,-665.6,-90.063,444.7,16.64,39.214,32.348,16.798,32.839,275.675,261.036,0.462,0.387,21.879,24.45,6.907,547.25,-348.65,-422.3,1.85744E+11,794.7,High
4169943,9943-22,0.382,-2498.03,3332.4,0.663,96.073,98.494,0.341,0.22,87.546,86.959,89.843,-0.024,94.422,0.344,-31.995,-29.006,-692.172,-632.4,-82.247,457.3,17.568,42.581,35.496,18.307,36.937,268.451,189.103,0.253,0.357,21.383,24.2,5.857,648.45,-345.05,-423.4,1.54083E+11,810.8,High
4143193,3193-08,0.386,-2121.91,3059.2,0.662,102.674,98.206,0.814,0.197,86.123,85.725,89.053,-0.034,96.703,0.347,-30.985,-29.258,-706.187,-666.4,32.462,458.1,15.899,38.257,219.021,15.848,237.694,323.769,203.766,0.7,0.908,21.776,24.51,5.294,592.8,-317.15,-424.1,1.13944E+11,809.2,High
4148023,8023-18,0.338,-3825.19,3266.6,0.668,104.233,99.403,1.345,0.196,86.285,86.368,89.263,-0.026,96.125,0.348,-33.03,-30.622,-713.51,-665,-89.091,457.1,16.622,37.111,32.303,17.316,33.441,306.969,206.253,1.25,1.353,21.485,24.114,5.128,661,-345.1,-420.4,1.21065E+11,807.8,High
4162983,2983-03,0.376,-3191.33,3106.8,0.689,102.242,99.264,1.29,0.188,87.741,87.39,88.336,-0.037,91.078,0.352,-32.689,-30.598,-710.227,-671.2,-88.068,446.3,16.876,38.212,32.635,16.811,32.631,279.279,252.425,0.391,0.34,21.823,24.375,6.813,534.5,-322.8,-419.8,1.27918E+11,796.3,High
4173893,3893-05,0.372,-2688.56,3046.8,0.651,100.775,97.692,0.261,0.222,88.935,87.143,89.368,-0.034,95.562,0.346,-31.78,-28.84,-688.005,-631.6,-81.338,459.6,17.658,42.059,33.77,18.671,35.07,323.936,230.172,0.619,0.608,21.113,24.238,5.424,586.85,-348,-419,1.23267E+11,812.7,High
4140253,0253-20,0.36,-4477.41,3276.2,0.671,102.572,96.815,0.191,0.222,89.287,86.621,88.886,-0.023,96.188,0.353,-31.237,-28.626,-677.399,-622.4,-77.159,451.1,16.223,37.766,34.62,17.054,33.881,301.75,199.261,1.042,1.236,21.391,24.553,5.098,673.7,-394.8,-418.4,1.65358E+11,801.2,High
4169943,9943-14,0.386,-2173.34,3232,0.659,106.677,100.401,0.095,0.211,87.561,86.78,89.991,-0.029,98.391,0.344,-31.806,-28.686,-693.182,-629.6,-81.806,464.7,17.74,41.459,35.7,18.628,36.144,323.603,188.78,0.605,0.638,21.259,24.222,4.988,618.8,-344.1,-420.2,1.83234E+11,819.3,High
4173913,3913-02,0.36,-3952.8,3158.2,0.646,101.937,98.744,0.532,0.195,86.087,87.244,89.196,-0.061,100.484,0.354,-32.21,-29.972,-699.116,-657.2,-87.626,473.1,15.469,37.218,30.403,16.923,30.901,271.341,220.215,0.232,0.238,21.575,24.302,6.105,571.4,-1567.5,-414.3,59470700000,832.9,High
4169943,9943-10,0.394,-2120.51,3102,0.657,101.411,96.33,0.228,0.218,88.147,87.488,90.446,-0.027,96.406,0.349,-31.629,-28.624,-690.152,-628.2,-81.035,462,16.705,40.745,33.572,18.199,35.622,333.186,182.686,0.645,0.599,21.302,24.234,5.078,521.75,-369.8,-419.5,2.94768E+11,816.6,High
4155473,5473-03,0.372,-3434.73,3287,0.685,101.668,102.481,0.258,0.209,86.84,85.824,88.51,-0.046,93.234,0.354,-32.752,-30.906,-706.313,-671.4,-87.172,448.8,15.503,36.064,30.385,16.409,32.702,289.614,200.641,0.441,0.474,21.77,24.421,6.108,609.1,-390.2,-421.7,1.59521E+11,797,High
4135683,5683-20,0.348,-4805.05,3363.8,0.669,98.423,94.658,0.115,0.206,88.031,88.345,89.344,-0.025,97.047,0.352,-30.934,-28.248,-675.631,-620.6,-77.374,454.5,14.86,33.762,31.067,15.371,32.693,318.129,218.357,0.871,1.218,21.218,24.341,5.08,681.2,-366.7,-414.9,1.83234E+11,807,High
4143193,3193-09,0.362,-3268.87,3072.2,0.662,102.3,97.683,0.669,0.214,86.838,85.026,87.241,-0.028,96.859,0.35,-31.073,-29.618,-711.616,-675.4,32.891,462.2,15.948,40.204,223.463,16.587,242.074,333.362,204.108,0.422,0.385,21.486,24.405,5.215,605.25,-329.15,-427,85278800000,816.1,High
4155473,5473-22,0.366,-3677.93,3339.8,0.687,98.17,98.28,0.274,0.194,87.77,85.739,88.85,-0.041,94.156,0.348,-32.424,-29.788,-694.066,-642.2,-88.308,446.3,15.086,34.643,30.531,15.774,31.213,282.472,206.708,0.602,0.574,21.75,24.421,6.166,646.15,-378.55,-422.3,1.99402E+11,796,High
4155473,5473-24,0.364,-2888.68,3167.8,0.688,102.029,100.153,0.164,0.197,86.967,86.064,89.252,-0.059,93.453,0.352,-32.399,-30.822,-702.02,-670.6,-87.033,449,14.82,32.494,29.311,14.928,31.109,286.193,203.221,0.653,0.653,21.697,24.451,6.143,575.1,-370.6,-418.3,1.90976E+11,797.1,High
4155473,5473-10,0.368,-3325.1,3254.4,0.681,102.277,101.447,0.431,0.194,87.883,85.574,88.349,-0.057,93.906,0.346,-32.904,-30.796,-708.965,-669.8,-89.381,448.9,15.668,34.282,32.767,16.223,31.678,279.713,205.521,0.228,0.048,21.752,24.391,5.994,590.15,-369.35,-422,1.85744E+11,798.9,High
4155473,5473-05,0.368,-3146.42,3277.4,0.665,106.404,100.362,0.327,0.215,86.369,86.802,88.573,-0.045,91.953,0.351,-32.828,-31.012,-710.859,-676.8,-87.626,452.4,14.757,33.168,34.133,16.045,31.61,279.279,205.383,0.356,0.29,21.74,24.395,6.203,608.95,-364.7,-426.6,1.41243E+11,804.1,High
4143193,3193-01,0.38,-2671.81,3077.2,0.672,103.647,101.166,0.784,0.21,85.909,86.271,87.873,-0.03,93.953,0.349,-32.702,-31.268,-707.702,-679.6,-88.8,457.1,15.982,37.58,32.689,16.251,31.9,328.239,207.484,0.677,0.716,21.692,24.477,5.248,618.3,-315.9,-425.9,56733600000,807.8,High
4143193,3193-10,0.366,-2946.36,3075.4,0.672,103.171,99.741,0.932,0.205,86.708,86.391,88.993,-0.041,96.578,0.346,-32.816,-30.828,-710.859,-672,-89.899,458.1,17.502,41.458,35.918,17.736,38.487,339.195,209.991,0.78,0.892,21.535,24.45,5.189,559.55,-320,-423.2,83186000000,810,High
4143203,3203-19,0.366,-4187.06,3315.4,0.66,93.268,95.143,0.648,0.232,92.92,91.062,92.28,0.032,91.297,0.36,-31.149,-28.774,-695.581,-645.2,-84.268,464.1,64.497,81.579,85.753,78.588,95.874,338.557,187.934,0.798,0.976,0.018,0.018,4.928,655.55,-327.3,-431.5,1.47384E+11,822.9,High
4173913,3913-06,0.352,-4265.87,3176.4,0.661,99.723,101.133,0.666,0.182,86.477,87.072,88.748,-0.032,101.25,0.362,-32.096,-29.846,-698.485,-652.8,-87.386,474,15.99,39.166,31.179,16.546,31.296,277.435,217.654,0.265,0.589,21.541,24.255,6.009,595.6,-1531,-417.4,3.47675E+11,833.8,High
4173913,3913-03,0.36,-3807.3,3203.2,0.649,102.732,101.174,0.714,0.164,86.448,87.636,87.294,-0.064,99.859,0.36,-31.995,-29.836,-694.949,-651.6,-85.202,472.9,16.008,36.789,31.036,17.331,33.569,280.461,216.338,0.186,0.382,21.567,24.329,5.991,587.9,-1507,-413.3,86918700000,833.6,High
4143193,3193-05,0.36,-3000.98,3198.8,0.672,105.068,99.954,0.636,0.207,85.632,85.611,87.344,-0.041,97.141,0.344,-31.351,-29.484,-711.49,-673.4,33.826,459.9,16.049,39.313,222.758,17.123,242.335,338.284,202.747,0.827,0.915,21.47,24.37,5.086,619.7,-305.95,-426.8,53806800000,814.8,High
4143203,3203-22,0.368,-2992.31,3269.8,0.678,95.512,92.623,0.341,0.21,92.302,91.284,92.008,0.032,91.828,0.361,-31.098,-28.656,-696.212,-641.4,-84.003,463.1,65.05,81.91,88.855,78.683,98.443,331.695,203.289,0.846,1.159,0.018,0.018,4.893,639.35,-335.85,-431,1.22156E+11,823.3,High
4133063,3063-05,0.362,-5082.88,3136,0.677,104.514,104.424,0.247,0.224,87.569,86.824,90.651,-0.03,95.484,0.349,-31.515,-29.132,-684.343,-631,-80.518,455,17.583,43.908,35.047,17.539,36.94,344.763,217.188,0.531,0.723,21.227,24.365,5.43,653.25,-367.85,-419.9,1.52352E+11,806.6,High
4143193,3193-21,0.378,-2744.73,3060,0.569,100.829,96.862,0.285,0.25,81.078,82.17,85.747,-0.045,120.688,0.296,-35.631,-33.34,-790.783,-745.4,-108.977,539.4,15.782,40.146,33.761,16.257,33.778,334.069,204.76,0.816,0.911,21.655,24.432,5.285,572.5,-337.05,-482.7,74913400000,919.9,High
4162983,2983-13,0.384,-2770.35,3129.8,0.68,102.389,103.21,0.584,0.198,87.39,86.92,88.459,-0.047,93.859,0.352,-32.778,-30.07,-707.576,-658.8,-87.879,440.9,16.209,36.135,32.15,17.211,32.519,282.219,255.499,0.362,0.189,21.847,24.367,6.978,527.9,-334.25,-418.6,2.05444E+11,789.1,High
4162983,2983-23,0.382,-2753.86,3149.6,0.686,98.74,100.329,0.522,0.194,85.916,86.817,88.699,-0.035,92.203,0.347,-32.752,-30.856,-711.49,-676.6,-88.75,449.3,180.69,183.473,33.192,200.988,35.17,274.534,248.913,0.257,0.087,21.86,24.391,6.83,535.75,-337.35,-426.7,2.22284E+11,800.8,High
4140223,0223-08,0.358,-5314.49,3174.4,0.658,98.524,95.76,0.209,0.203,84.858,85.382,86.97,-0.04,101.828,0.34,-33.258,-31.392,-727.146,-690.4,-92.298,474.9,15.876,39.234,34.349,16.145,33.57,276.947,216.031,0.34,0.302,21.711,24.374,6.35,620.2,-344.9,-435.6,1.44248E+11,832.6,High
4143203,3203-23,0.364,-4272.04,3289,0.672,99.552,93.399,0.614,0.233,93.154,91.107,92.334,0.032,92.281,0.359,-31.111,-28.86,-694.066,-642.2,-83.409,462.7,61.779,80.859,85.549,76.622,95.243,325.525,187.818,0.945,0.984,0.018,0.018,4.917,655.6,-338.8,-431.2,1.41243E+11,823.1,High
4173913,3913-09,0.352,-4451.4,3262.6,0.654,101.661,101.266,0.229,0.181,87.427,87.576,87.546,-0.035,100.984,0.358,-31.717,-30.062,-689.141,-656.6,-86.25,469.5,16.896,39.098,31.412,16.952,32.435,281.841,214.394,0.837,1.296,21.523,24.288,6.168,615.7,-1570.5,-416.1,75329600000,827.6,High
4140223,0223-25,0.354,-3928.24,3201.2,0.656,99.99,97.89,0.273,0.191,85.224,86.083,87.29,-0.038,102.688,0.337,-33.27,-31.332,-726.136,-685.6,-91.25,474.4,16.514,39.298,34.855,16.177,34.916,241.031,213.304,0.87,1.116,21.597,24.251,6.151,625.5,-346.6,-433.3,64568200000,835,High
4155473,5473-23,0.366,-3315.04,3257.2,0.672,97.785,103.264,0.234,0.203,87.132,86.256,88.828,-0.006,93.5,0.353,-32.689,-31.054,-702.399,-670.6,-87.071,446.4,14.743,32.444,29.861,15.159,30.288,284.706,203.289,1.074,1.107,21.696,24.427,6.18,595.45,-378.35,-421.3,1.52352E+11,795.8,High
4173913,3913-13,0.352,-3918.8,3206.2,0.654,97.176,98.011,0.454,0.179,86.015,86.53,88.013,-0.057,99.203,0.364,-32.109,-29.896,-695.707,-655.8,-86.162,471.4,16.003,34.42,31.394,16.532,31.938,273.818,221.942,0.029,0.183,21.556,24.294,6.031,581.85,-1572,-414.6,1.19994E+11,830.4,High
4135663,5663-05,0.362,-3618.36,3097.6,0.649,99.32,94.071,0.28,0.212,84.411,85.849,87.106,-0.01,100.828,0.337,-33.472,-31.944,-731.692,-697.6,-93.737,471.2,17.268,41.605,37.939,17.303,36.41,304.374,210.609,1.34,1.532,21.673,24.412,5.208,635.25,-383.4,-439,1.02722E+11,831.2,High
4143193,3193-02,0.384,-3085.24,2999.8,0.57,96.606,100.107,0.316,0.253,82.973,82.027,87.119,-0.021,122.156,0.296,-34.116,-31.318,-794.823,-741.4,50.164,536,16.326,36.525,221.037,16.244,235.248,329.613,205.765,0.707,0.779,21.728,24.432,5.047,574.2,-330.95,-480,2.11864E+11,917.9,High
4148023,8023-16,0.344,-3150.27,3230.4,0.653,106.39,96.585,0.768,0.194,86.019,86.278,88.305,-0.049,96.719,0.349,-32.588,-30.62,-708.081,-666,-89.179,455.5,17.158,37.225,33.874,17.923,35.495,324.269,213.867,0.657,0.539,21.483,24.083,5.275,607.75,-331.05,-417.2,1.57666E+11,804,High
4155473,5473-01,0.364,-3308.82,3261,0.677,101.096,100.264,0.257,0.209,86.429,85.819,89.018,-0.077,93.391,0.348,-32.525,-30.042,-697.601,-652.4,-87.475,442.3,15.293,34.778,32.343,15.788,32.278,285.869,199.293,0.231,0.17,21.722,24.44,6.056,607.7,-378.9,-419.7,1.30378E+11,783.7,High
4155473,5473-13,0.37,-3636.14,3267.2,0.686,100.303,99.533,0.108,0.207,86.366,86.53,88.98,-0.028,92.797,0.353,-32.248,-29.238,-693.308,-635,-87.765,453,15.513,33.97,31.586,15.766,31.288,278.724,202.545,0.231,0.212,21.692,24.331,6.095,604.95,-368.75,-424.1,2.22284E+11,799.8,High
4143193,3193-20,0.36,-3235.63,3160,0.669,102.379,100.098,0.538,0.216,84.855,86.344,88.814,-0.042,97.375,0.349,-32.816,-30.78,-709.217,-671.8,-88.725,461.2,17.466,40.243,38.53,16.796,35.033,342.793,208.372,0.758,0.741,21.483,24.39,5.194,572.8,-311.8,-426,74094700000,815.8,High
4140243,0243-20,0.374,-3366.27,3077,0.668,100.097,100.667,0.122,0.234,87.917,86.523,89.25,-0.033,97.844,0.348,-31.705,-29.092,-689.141,-636.8,-79.482,464.6,15.057,35.051,72.773,15.323,127.926,306.745,221.336,0.253,0.316,21.323,24.403,5.247,548.3,-280.6,-425.6,1.05111E+11,820.8,High
4148023,8023-10,0.346,-3058.98,3265,0.656,99.487,103.341,1.201,0.197,86.794,85.914,88.707,-0.056,96.938,0.345,-32.803,-30.374,-708.081,-666.2,-88.548,454.7,16.362,35.414,31.893,17.394,32.617,303.86,208.623,0.623,0.554,21.506,24.062,5.024,624.55,-336.75,-421.1,1.78412E+11,805.9,High
4143203,3203-20,0.372,-4268.4,3276.6,0.677,99.417,92.536,0.653,0.22,92.881,91.206,92.574,0.031,91.594,0.358,-31.136,-28.99,-690.404,-644.2,-83.359,465.4,66.24,84.086,88.486,79.045,95.635,337.921,187.5,0.931,1.388,0.018,0.018,4.996,631.4,-341.6,-429.5,1.63365E+11,826,High
4140233,0233-18,0.356,-3655.87,3211,0.643,99.488,99.992,0.895,0.216,86.803,86.97,89.138,-0.023,105.234,0.338,-31.705,-29.188,-693.561,-641.2,-82.033,475.2,18.181,41.349,35.286,18.858,35.132,311.369,206.253,0.243,0.282,20.997,24.142,5.841,617.1,-315.5,-429.4,2.02378E+11,835.6,High
4143193,3193-13,0.366,-3259.11,3204.6,0.665,103.972,98.861,0.567,0.174,86.646,84.85,87.432,-0.049,97.719,0.349,-30.859,-28.892,-705.303,-664.4,30.694,457.7,15.784,39.926,225.353,17.048,236.254,333.539,208.194,0.772,0.954,21.5,24.391,5.118,612.65,-309.65,-417.5,60532700000,811.9,High
4173913,3913-19,0.34,-4483.39,3202.2,0.639,101.814,100.617,0.682,0.184,86.209,86.86,87.202,-0.011,101.141,0.352,-32.689,-30.656,-708.838,-669.8,-87.21,470.5,15.824,33.774,31.463,16.078,31.371,276.886,223.409,0.221,0.495,21.194,24.287,6.131,608.4,-1430.5,-420.1,89206100000,831.2,High
4140233,0233-01,0.352,-4500.8,3143.6,0.645,99.992,92.406,0.209,0.217,87.312,86.441,89.019,-0.025,105.359,0.338,-32.134,-29.384,-698.737,-644.6,-82.197,473.4,18.001,42.364,36.803,18.653,36.806,304.595,204.726,0.552,0.579,21.071,24.187,6.091,638.2,-347.4,-432.2,1.23267E+11,833.7,High
4162983,2983-04,0.38,-2807.23,3139.2,0.683,103.439,102.755,0.878,0.192,87.344,87.092,88.709,-0.028,91.75,0.348,-32.525,-30.208,-706.061,-663.2,-87.639,443.5,16.25,37.054,31.994,16.905,33.686,277.191,252.163,0.414,0.28,21.875,24.39,6.782,518.45,-347.2,-420.5,1.99402E+11,790.7,High
